,LotFrontage,LotArea,Alley,LotShape,LandContour,LotConfig,LandSlope,BldgType,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,MasVnrArea,ExterQual,ExterCond,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,HeatingQC,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,Fence,MiscVal,TotalSF,TotalSF1,YrBltAndRemod,TotalBathrooms,TotalPorchSF,haspool,has2ndfloor,hasgarage,hasbsmt,hasfireplace,MSSubClass_120,MSSubClass_150,MSSubClass_160,MSSubClass_180,MSSubClass_190,MSSubClass_20,MSSubClass_30,MSSubClass_40,MSSubClass_45,MSSubClass_50,MSSubClass_60,MSSubClass_70,MSSubClass_75,MSSubClass_80,MSSubClass_85,MSSubClass_90,MSZoning_C (all),MSZoning_FV,MSZoning_RH,MSZoning_RL,MSZoning_RM,Neighborhood_Blmngtn,Neighborhood_Blueste,Neighborhood_BrDale,Neighborhood_BrkSide,Neighborhood_ClearCr,Neighborhood_CollgCr,Neighborhood_Crawfor,Neighborhood_Edwards,Neighborhood_Gilbert,Neighborhood_IDOTRR,Neighborhood_MeadowV,Neighborhood_Mitchel,Neighborhood_NAmes,Neighborhood_NPkVill,Neighborhood_NWAmes,Neighborhood_NoRidge,Neighborhood_NridgHt,Neighborhood_OldTown,Neighborhood_SWISU,Neighborhood_Sawyer,Neighborhood_SawyerW,Neighborhood_Somerst,Neighborhood_StoneBr,Neighborhood_Timber,Neighborhood_Veenker,Condition1_Artery,Condition1_Feedr,Condition1_Norm,Condition1_PosA,Condition1_PosN,Condition1_RRAe,Condition1_RRAn,Condition1_RRNe,Condition1_RRNn,Condition2_Artery,Condition2_Feedr,Condition2_Norm,Condition2_PosA,Condition2_PosN,Condition2_RRAe,Condition2_RRAn,Condition2_RRNn,HouseStyle_1.5Fin,HouseStyle_1.5Unf,HouseStyle_1Story,HouseStyle_2.5Fin,HouseStyle_2.5Unf,HouseStyle_2Story,HouseStyle_SFoyer,HouseStyle_SLvl,CentralAir_N,CentralAir_Y,MiscFeature_Gar2,MiscFeature_None,MiscFeature_Othr,MiscFeature_Shed,MiscFeature_TenC,MoSold_1,MoSold_10,MoSold_11,MoSold_12,MoSold_2,MoSold_3,MoSold_4,MoSold_5,MoSold_6,MoSold_7,MoSold_8,MoSold_9,YrSold_2006,YrSold_2007,YrSold_2008,YrSold_2009,YrSold_2010,SaleType_COD,SaleType_CWD,SaleType_Con,SaleType_ConLD,SaleType_ConLI,SaleType_ConLw,SaleType_New,SaleType_Oth,SaleType_WD,SaleCondition_Abnorml,SaleCondition_AdjLand,SaleCondition_Alloca,SaleCondition_Family,SaleCondition_Normal,SaleCondition_Partial,Electrical_FuseA,Electrical_FuseF,Electrical_FuseP,Electrical_Mix,Electrical_SBrkr,MasVnrType_BrkCmn,MasVnrType_BrkFace,MasVnrType_None,MasVnrType_Stone,Exterior1st_AsbShng,Exterior1st_AsphShn,Exterior1st_BrkComm,Exterior1st_BrkFace,Exterior1st_CBlock,Exterior1st_CemntBd,Exterior1st_HdBoard,Exterior1st_ImStucc,Exterior1st_MetalSd,Exterior1st_Plywood,Exterior1st_Stone,Exterior1st_Stucco,Exterior1st_VinylSd,Exterior1st_Wd Sdng,Exterior1st_WdShing,Exterior2nd_AsbShng,Exterior2nd_AsphShn,Exterior2nd_Brk Cmn,Exterior2nd_BrkFace,Exterior2nd_CBlock,Exterior2nd_CmentBd,Exterior2nd_HdBoard,Exterior2nd_ImStucc,Exterior2nd_MetalSd,Exterior2nd_Other,Exterior2nd_Plywood,Exterior2nd_Stone,Exterior2nd_Stucco,Exterior2nd_VinylSd,Exterior2nd_Wd Sdng,Exterior2nd_Wd Shng,Heating_Floor,Heating_GasA,Heating_GasW,Heating_Grav,Heating_OthW,Heating_Wall,Foundation_BrkTil,Foundation_CBlock,Foundation_PConc,Foundation_Slab,Foundation_Stone,Foundation_Wood
0,18.144572175599755,13.833054454848192,0,3,3,0,2,4,7,3.991516890112069,2003,2003,4,6,19.43317246695636,2,2,3,3,1,6,144.1178626360544,1,0.0,29.99106184997651,422.48840985596985,4,5.939033861841277,1025.6516769103134,0.0,8.353542163510616,0.9934398429352035,0.0,2,1.0688366411747559,3,0.7509568473400575,2,2.2619686606546536,6,0.0,0,5,2003.0,2,2.0,548.0,3,3,2,0.0,12.080309161089103,0.0,0.0,0.0,0.0,0,0.0,1454.0791206281247,1175.708573408209,4006,3.5278581635225814,12.080309161089103,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0
1,20.67362444398278,14.117918004892168,0,3,3,3,2,4,6,6.000032995784236,1976,1976,4,6,0.0,1,2,3,3,4,5,181.71918624083898,1,0.0,44.13542611967509,593.8880286062126,4,6.234990430348771,0.0,0.0,7.974692449558917,0.0,0.7108953854713783,2,0.0,3,0.7509568473400575,1,1.9965778198424884,6,0.9033340630949173,3,5,1976.0,2,2.0,460.0,3,3,2,56.18422261561668,0.0,0.0,0.0,0.0,0.0,0,0.0,600.1230190365613,187.95417667118775,3952,2.355447692735689,56.18422261561668,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
2,18.668045917862667,14.476512670979695,0,2,3,0,2,4,7,3.991516890112069,2001,2002,4,6,17.768838169047992,2,2,3,3,2,6,110.44103354439822,1,0.0,56.89655092606633,450.07960826263667,4,5.994336009010018,1040.520752791927,0.0,8.408062836701127,0.9934398429352035,0.0,2,1.0688366411747559,3,0.7509568473400575,2,1.9965778198424884,6,0.9033340630949173,3,5,2001.0,2,2.0,608.0,3,3,2,0.0,9.9010809311738,0.0,0.0,0.0,0.0,0,0.0,1496.5946970635737,1156.9561223453352,4003,3.5278581635225814,9.9010809311738,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0
3,17.2496500913156,14.106196747001896,0,2,3,1,2,4,7,3.991516890112069,1915,1970,4,6,0.0,1,2,2,4,1,5,61.7953147996744,1,0.0,64.80887594849973,378.85447993255656,3,6.027704127907594,904.4771611854869,0.0,8.358660991601672,0.9934398429352035,0.0,1,0.0,3,0.7509568473400575,2,2.1373699828484,6,0.9033340630949173,4,1,1998.0,1,3.0,642.0,3,3,2,0.0,8.96611566716229,16.020711482604767,0.0,0.0,0.0,0,0.0,1289.359345245951,972.3001801130689,3885,1.9934398429352034,24.98682714976706,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0
4,21.314281811070746,15.022008381098157,0,2,3,3,2,4,8,3.991516890112069,2000,2000,4,6,25.404160813066458,2,2,3,3,3,6,136.62460126222615,1,0.0,61.16639628249856,545.3097912970851,4,6.161221415423422,1273.0244747616903,0.0,8.669319937581417,0.9934398429352035,0.0,2,1.0688366411747559,4,0.7509568473400575,2,2.3737535893121713,6,0.9033340630949173,3,5,2000.0,2,3.0,836.0,3,3,2,42.2457014990966,14.271568785469183,0.0,0.0,0.0,0.0,0,0.0,1824.4954874741989,1415.8102974393398,4000,3.5278581635225814,56.51727028456578,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0
5,21.47247964997276,14.998257228951525,0,2,3,0,2,4,5,3.991516890112069,1993,1995,4,6,0.0,1,2,3,3,1,6,147.87648353609097,1,0.0,17.718040738070137,396.38888442668224,4,5.883143852044249,671.0295068844105,0.0,8.069452794195664,0.9934398429352035,0.0,1,1.0688366411747559,1,0.7509568473400575,1,1.8346590359307424,6,0.0,0,5,1993.0,1,2.0,480.0,3,3,2,14.912199371361043,8.23542999702814,0.0,7.11465326093339,0.0,0.0,3,6.937473451602658,1073.301535163137,824.7891342725457,3988,2.5278581635225814,30.26228262932257,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1
6,19.854049527178613,14.228589353721468,0,3,3,0,2,4,8,3.991516890112069,2004,2005,4,6,18.962281685491597,2,2,4,3,3,6,230.75572147063923,1,0.0,47.147324067155154,765.6411457512154,4,6.456544907954128,0.0,0.0,8.341765316135067,0.9934398429352035,0.0,2,0.0,3,0.7509568473400575,2,2.1373699828484,6,0.9033340630949173,4,5,2004.0,2,2.0,636.0,3,3,2,50.794695500614566,11.655819095785825,0.0,0.0,0.0,0.0,0,0.0,772.0976906591695,237.21226637859337,4009,2.9934398429352034,62.45051459640039,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0
7,20.67362444398278,14.294344689414494,0,2,3,1,2,4,7,4.679500625653506,1973,1973,4,6,21.355327836906497,1,2,3,3,2,5,165.70577157543187,4,4.749195982063585,37.42281311998305,529.4024474229057,4,6.135567130157642,1185.823898633957,0.0,8.605750574187251,0.9934398429352035,0.0,2,1.0688366411747559,3,0.7509568473400575,1,2.1373699828484,6,1.6882544420674108,3,5,1973.0,2,2.0,484.0,3,3,2,48.17486105883013,22.329538247821134,14.958218584696688,0.0,0.0,0.0,0,6.167518039322751,1721.3619131870203,1362.4144333216102,3946,3.5278581635225814,85.46261789134795,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
8,15.558090128139812,13.126988435584554,0,3,3,0,2,4,7,3.991516890112069,1931,1950,4,6,0.0,1,2,2,3,1,1,0.0,1,0.0,90.70351739263496,463.78528294835115,3,6.074709584538351,899.5414140227929,0.0,8.399605567334854,0.0,0.0,2,0.0,2,1.2485432773226943,1,2.2619686606546536,5,1.6882544420674108,3,1,1931.0,1,2.0,468.0,2,3,2,25.693551828134176,0.0,14.347075925275885,0.0,0.0,0.0,0,0.0,1369.4014065556823,905.6161236073312,3881,2.0,40.040627753410064,0,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0
9,15.362899454965383,13.546135777855785,0,3,3,1,2,3,5,4.679500625653506,1939,1950,4,6,0.0,1,2,2,3,1,6,164.60664442444883,1,0.0,28.754175223100138,480.41232064223317,4,6.114659527101581,0.0,0.0,7.7784280037132625,0.9934398429352035,0.0,1,0.0,2,1.2485432773226943,1,1.8346590359307424,6,1.6882544420674108,3,5,1939.0,2,1.0,205.0,4,3,2,0.0,2.3670774660938068,0.0,0.0,0.0,0.0,0,0.0,486.52698016933476,170.72130395155042,3889,1.9934398429352034,2.3670774660938068,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
